label,name,cluster_annotation_term_set_label,parent_term_label,parent_term_set_label,term_set_order,term_order,cluster_annotation_term_set_name,color_hex_triplet,number_of_cells,description
CS202210140_2904,Amex_161_2410,CCN202210140_SUBC,CS202210140_162,CCN202210140_CLUS,2,2,subcluster,#CA72D3,546,Amygdala excitatory (subcluster 2410)
CS202210140_2905,Amex_161_2411,CCN202210140_SUBC,CS202210140_162,CCN202210140_CLUS,2,3,subcluster,#30B4C2,896,Amygdala excitatory (subcluster 2411)
CS202210140_2906,Amex_161_2412,CCN202210140_SUBC,CS202210140_162,CCN202210140_CLUS,2,4,subcluster,#3942C4,445,Amygdala excitatory (subcluster 2412)
CS202210140_2907,Amex_161_2413,CCN202210140_SUBC,CS202210140_162,CCN202210140_CLUS,2,5,subcluster,#BB3F35,882,Amygdala excitatory (subcluster 2413)
CS202210140_2908,Amex_161_2414,CCN202210140_SUBC,CS202210140_162,CCN202210140_CLUS,2,6,subcluster,#404C45,545,Amygdala excitatory (subcluster 2414)
CS202210140_2909,Amex_419_2415,CCN202210140_SUBC,CS202210140_420,CCN202210140_CLUS,2,12,subcluster,#3B374C,76,Amygdala excitatory (subcluster 2415)
CS202210140_2910,Amex_162_2416,CCN202210140_SUBC,CS202210140_163,CCN202210140_CLUS,2,0,subcluster,#6A4362,669,Amygdala excitatory (subcluster 2416)
CS202210140_2911,Amex_162_2417,CCN202210140_SUBC,CS202210140_163,CCN202210140_CLUS,2,1,subcluster,#99B093,138,Amygdala excitatory (subcluster 2417)
CS202210140_2912,Amex_158_2418,CCN202210140_SUBC,CS202210140_159,CCN202210140_CLUS,2,7,subcluster,#4624B9,777,Amygdala excitatory (subcluster 2418)
CS202210140_2913,Amex_158_2419,CCN202210140_SUBC,CS202210140_159,CCN202210140_CLUS,2,8,subcluster,#414A2F,298,Amygdala excitatory (subcluster 2419)
CS202210140_2914,Amex_159_2420,CCN202210140_SUBC,CS202210140_160,CCN202210140_CLUS,2,4,subcluster,#BBC2C5,335,Amygdala excitatory (subcluster 2420)
CS202210140_2915,Amex_159_2421,CCN202210140_SUBC,CS202210140_160,CCN202210140_CLUS,2,5,subcluster,#392EA0,349,Amygdala excitatory (subcluster 2421)
CS202210140_2916,Amex_159_2422,CCN202210140_SUBC,CS202210140_160,CCN202210140_CLUS,2,6,subcluster,#40BABE,250,Amygdala excitatory (subcluster 2422)
CS202210140_2917,CA13_187_2423,CCN202210140_SUBC,CS202210140_188,CCN202210140_CLUS,2,7,subcluster,#B43DC2,518,Hippocampal CA1-3 (subcluster 2423)
CS202210140_2918,CA13_187_2424,CCN202210140_SUBC,CS202210140_188,CCN202210140_CLUS,2,8,subcluster,#DEC8B1,509,Hippocampal CA1-3 (subcluster 2424)
CS202210140_2919,CA13_187_2425,CCN202210140_SUBC,CS202210140_188,CCN202210140_CLUS,2,9,subcluster,#49343D,210,Hippocampal CA1-3 (subcluster 2425)
CS202210140_2920,CA13_163_2426,CCN202210140_SUBC,CS202210140_164,CCN202210140_CLUS,2,0,subcluster,#C74534,20,Hippocampal CA1-3 (subcluster 2426)
CS202210140_2921,CA13_163_2427,CCN202210140_SUBC,CS202210140_164,CCN202210140_CLUS,2,1,subcluster,#D1C341,56,Hippocampal CA1-3 (subcluster 2427)
CS202210140_2922,CA13_163_2428,CCN202210140_SUBC,CS202210140_164,CCN202210140_CLUS,2,2,subcluster,#C144B6,105,Hippocampal CA1-3 (subcluster 2428)
CS202210140_2923,CA13_163_2429,CCN202210140_SUBC,CS202210140_164,CCN202210140_CLUS,2,3,subcluster,#4946C6,49,Hippocampal CA1-3 (subcluster 2429)
CS202210140_2924,CA13_163_2430,CCN202210140_SUBC,CS202210140_164,CCN202210140_CLUS,2,4,subcluster,#41BE46,68,Hippocampal CA1-3 (subcluster 2430)
CS202210140_2925,CA13_163_2431,CCN202210140_SUBC,CS202210140_164,CCN202210140_CLUS,2,5,subcluster,#33D0BF,72,Hippocampal CA1-3 (subcluster 2431)
CS202210140_2926,Amex_174_2432,CCN202210140_SUBC,CS202210140_175,CCN202210140_CLUS,2,1,subcluster,#3FB531,185,Amygdala excitatory (subcluster 2432)
CS202210140_2927,Misc_170_2433,CCN202210140_SUBC,CS202210140_171,CCN202210140_CLUS,2,0,subcluster,#4B30A5,112,Miscellaneous (subcluster 2433)
CS202210140_2928,Misc_170_2434,CCN202210140_SUBC,CS202210140_171,CCN202210140_CLUS,2,1,subcluster,#BA6BC8,52,Miscellaneous (subcluster 2434)
CS202210140_2929,Misc_170_2435,CCN202210140_SUBC,CS202210140_171,CCN202210140_CLUS,2,2,subcluster,#389C3B,85,Miscellaneous (subcluster 2435)
CS202210140_2930,Misc_170_2436,CCN202210140_SUBC,CS202210140_171,CCN202210140_CLUS,2,3,subcluster,#C4CE6C,31,Miscellaneous (subcluster 2436)
CS202210140_2931,Misc_170_2437,CCN202210140_SUBC,CS202210140_171,CCN202210140_CLUS,2,4,subcluster,#47BEC5,94,Miscellaneous (subcluster 2437)
CS202210140_2932,Misc_170_2438,CCN202210140_SUBC,CS202210140_171,CCN202210140_CLUS,2,5,subcluster,#B1423A,129,Miscellaneous (subcluster 2438)
CS202210140_2933,CA13_163_2439,CCN202210140_SUBC,CS202210140_164,CCN202210140_CLUS,2,6,subcluster,#ABC0BB,79,Hippocampal CA1-3 (subcluster 2439)
CS202210140_2934,CA13_163_2440,CCN202210140_SUBC,CS202210140_164,CCN202210140_CLUS,2,7,subcluster,#433448,43,Hippocampal CA1-3 (subcluster 2440)
CS202210140_2935,CA13_169_2441,CCN202210140_SUBC,CS202210140_170,CCN202210140_CLUS,2,0,subcluster,#B8B83B,124,Hippocampal CA1-3 (subcluster 2441)
CS202210140_2936,CA13_169_2442,CCN202210140_SUBC,CS202210140_170,CCN202210140_CLUS,2,1,subcluster,#9CBFC1,198,Hippocampal CA1-3 (subcluster 2442)
CS202210140_2937,CA13_169_2443,CCN202210140_SUBC,CS202210140_170,CCN202210140_CLUS,2,2,subcluster,#3761C0,187,Hippocampal CA1-3 (subcluster 2443)
CS202210140_2938,CA13_169_2444,CCN202210140_SUBC,CS202210140_170,CCN202210140_CLUS,2,3,subcluster,#C53FB0,182,Hippocampal CA1-3 (subcluster 2444)
CS202210140_2939,CA13_169_2445,CCN202210140_SUBC,CS202210140_170,CCN202210140_CLUS,2,4,subcluster,#862F39,177,Hippocampal CA1-3 (subcluster 2445)
CS202210140_2940,CA13_169_2446,CCN202210140_SUBC,CS202210140_170,CCN202210140_CLUS,2,5,subcluster,#38C95E,714,Hippocampal CA1-3 (subcluster 2446)
CS202210140_2941,Amex_158_2447,CCN202210140_SUBC,CS202210140_159,CCN202210140_CLUS,2,9,subcluster,#B6C028,1331,Amygdala excitatory (subcluster 2447)
CS202210140_2942,Amex_174_2448,CCN202210140_SUBC,CS202210140_175,CCN202210140_CLUS,2,2,subcluster,#BD2CB1,1144,Amygdala excitatory (subcluster 2448)
CS202210140_2943,Amex_174_2449,CCN202210140_SUBC,CS202210140_175,CCN202210140_CLUS,2,3,subcluster,#3D4F8B,864,Amygdala excitatory (subcluster 2449)
CS202210140_2944,Amex_174_2450,CCN202210140_SUBC,CS202210140_175,CCN202210140_CLUS,2,4,subcluster,#3F42DC,1288,Amygdala excitatory (subcluster 2450)
CS202210140_2945,Amex_174_2451,CCN202210140_SUBC,CS202210140_175,CCN202210140_CLUS,2,5,subcluster,#4DC8AF,1489,Amygdala excitatory (subcluster 2451)
CS202210140_2946,Amex_174_2452,CCN202210140_SUBC,CS202210140_175,CCN202210140_CLUS,2,6,subcluster,#BB3C39,928,Amygdala excitatory (subcluster 2452)
CS202210140_2947,Amex_174_2453,CCN202210140_SUBC,CS202210140_175,CCN202210140_CLUS,2,7,subcluster,#47333A,1942,Amygdala excitatory (subcluster 2453)
CS202210140_2948,Amex_174_2454,CCN202210140_SUBC,CS202210140_175,CCN202210140_CLUS,2,8,subcluster,#BCA1C7,1021,Amygdala excitatory (subcluster 2454)
CS202210140_2949,Amex_161_2455,CCN202210140_SUBC,CS202210140_162,CCN202210140_CLUS,2,7,subcluster,#A92FA6,938,Amygdala excitatory (subcluster 2455)
CS202210140_2950,Amex_161_2456,CCN202210140_SUBC,CS202210140_162,CCN202210140_CLUS,2,8,subcluster,#B7DAC0,936,Amygdala excitatory (subcluster 2456)
CS202210140_2951,Amex_154_2457,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,0,subcluster,#3BCACD,806,Amygdala excitatory (subcluster 2457)
CS202210140_2952,Amex_154_2458,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,1,subcluster,#B8D0C6,667,Amygdala excitatory (subcluster 2458)
CS202210140_2953,Amex_154_2459,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,2,subcluster,#D578AB,1011,Amygdala excitatory (subcluster 2459)
CS202210140_2954,Amex_154_2460,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,3,subcluster,#383B37,851,Amygdala excitatory (subcluster 2460)
CS202210140_2955,Amex_153_2461,CCN202210140_SUBC,CS202210140_154,CCN202210140_CLUS,2,0,subcluster,#C73868,525,Amygdala excitatory (subcluster 2461)
CS202210140_2956,Amex_153_2462,CCN202210140_SUBC,CS202210140_154,CCN202210140_CLUS,2,1,subcluster,#BDC33C,500,Amygdala excitatory (subcluster 2462)
CS202210140_2957,Amex_153_2463,CCN202210140_SUBC,CS202210140_154,CCN202210140_CLUS,2,2,subcluster,#4B4430,241,Amygdala excitatory (subcluster 2463)
CS202210140_2958,Amex_153_2464,CCN202210140_SUBC,CS202210140_154,CCN202210140_CLUS,2,3,subcluster,#C18FD2,71,Amygdala excitatory (subcluster 2464)
CS202210140_2959,Amex_153_2465,CCN202210140_SUBC,CS202210140_154,CCN202210140_CLUS,2,4,subcluster,#3947C5,343,Amygdala excitatory (subcluster 2465)
CS202210140_2960,Amex_153_2466,CCN202210140_SUBC,CS202210140_154,CCN202210140_CLUS,2,5,subcluster,#3FCC99,547,Amygdala excitatory (subcluster 2466)
CS202210140_2961,Amex_155_2467,CCN202210140_SUBC,CS202210140_156,CCN202210140_CLUS,2,0,subcluster,#C0372B,1059,Amygdala excitatory (subcluster 2467)
CS202210140_2962,Amex_155_2468,CCN202210140_SUBC,CS202210140_156,CCN202210140_CLUS,2,1,subcluster,#BB45B6,624,Amygdala excitatory (subcluster 2468)
CS202210140_2963,Amex_154_2469,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,4,subcluster,#9635A3,443,Amygdala excitatory (subcluster 2469)
CS202210140_2964,Amex_154_2470,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,5,subcluster,#ABC836,1399,Amygdala excitatory (subcluster 2470)
CS202210140_2965,Amex_154_2471,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,6,subcluster,#C14634,771,Amygdala excitatory (subcluster 2471)
CS202210140_2966,Amex_154_2472,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,7,subcluster,#383DCE,1185,Amygdala excitatory (subcluster 2472)
CS202210140_2967,Amex_155_2473,CCN202210140_SUBC,CS202210140_156,CCN202210140_CLUS,2,2,subcluster,#4745C7,1814,Amygdala excitatory (subcluster 2473)
CS202210140_2968,Amex_155_2474,CCN202210140_SUBC,CS202210140_156,CCN202210140_CLUS,2,3,subcluster,#BCB246,1563,Amygdala excitatory (subcluster 2474)
CS202210140_2969,Amex_155_2475,CCN202210140_SUBC,CS202210140_156,CCN202210140_CLUS,2,4,subcluster,#483D4C,2717,Amygdala excitatory (subcluster 2475)
CS202210140_2970,Amex_155_2476,CCN202210140_SUBC,CS202210140_156,CCN202210140_CLUS,2,5,subcluster,#B4C1C2,1602,Amygdala excitatory (subcluster 2476)
CS202210140_2971,Amex_155_2477,CCN202210140_SUBC,CS202210140_156,CCN202210140_CLUS,2,6,subcluster,#3FC241,1290,Amygdala excitatory (subcluster 2477)
CS202210140_2972,Amex_155_2478,CCN202210140_SUBC,CS202210140_156,CCN202210140_CLUS,2,7,subcluster,#34C3BC,1047,Amygdala excitatory (subcluster 2478)
CS202210140_2973,Amex_154_2479,CCN202210140_SUBC,CS202210140_155,CCN202210140_CLUS,2,8,subcluster,#38AE58,837,Amygdala excitatory (subcluster 2479)
CS202210140_2974,DLIT_147_2480,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,1,subcluster,#677151,383,Deep-layer intratelencephalic (subcluster 2480)
CS202210140_2975,DLIT_147_2481,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,2,subcluster,#243E2D,936,Deep-layer intratelencephalic (subcluster 2481)
CS202210140_2976,DLIT_149_2482,CCN202210140_SUBC,CS202210140_150,CCN202210140_CLUS,2,0,subcluster,#A03457,19009,Deep-layer intratelencephalic (subcluster 2482)
CS202210140_2977,DLIT_149_2483,CCN202210140_SUBC,CS202210140_150,CCN202210140_CLUS,2,1,subcluster,#B4C43A,2559,Deep-layer intratelencephalic (subcluster 2483)
CS202210140_2978,DLIT_148_2484,CCN202210140_SUBC,CS202210140_149,CCN202210140_CLUS,2,0,subcluster,#D2B543,1799,Deep-layer intratelencephalic (subcluster 2484)
CS202210140_2979,DLIT_148_2485,CCN202210140_SUBC,CS202210140_149,CCN202210140_CLUS,2,1,subcluster,#8E3793,2350,Deep-layer intratelencephalic (subcluster 2485)
CS202210140_2980,DLIT_148_2486,CCN202210140_SUBC,CS202210140_149,CCN202210140_CLUS,2,2,subcluster,#4BC2B4,1563,Deep-layer intratelencephalic (subcluster 2486)
CS202210140_2981,DLIT_148_2487,CCN202210140_SUBC,CS202210140_149,CCN202210140_CLUS,2,3,subcluster,#3A5146,2475,Deep-layer intratelencephalic (subcluster 2487)
CS202210140_2982,DLIT_148_2488,CCN202210140_SUBC,CS202210140_149,CCN202210140_CLUS,2,4,subcluster,#E03EC8,1402,Deep-layer intratelencephalic (subcluster 2488)
CS202210140_2983,DLIT_148_2489,CCN202210140_SUBC,CS202210140_149,CCN202210140_CLUS,2,5,subcluster,#4BC642,1977,Deep-layer intratelencephalic (subcluster 2489)
CS202210140_2984,DLIT_148_2490,CCN202210140_SUBC,CS202210140_149,CCN202210140_CLUS,2,6,subcluster,#BE3C38,3007,Deep-layer intratelencephalic (subcluster 2490)
CS202210140_2985,DLIT_147_2491,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,3,subcluster,#E5D684,333,Deep-layer intratelencephalic (subcluster 2491)
CS202210140_2986,DLIT_147_2492,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,4,subcluster,#BF3624,356,Deep-layer intratelencephalic (subcluster 2492)
CS202210140_2987,DLIT_147_2493,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,5,subcluster,#CA37DB,1403,Deep-layer intratelencephalic (subcluster 2493)
CS202210140_2988,DLIT_147_2494,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,6,subcluster,#7823D0,600,Deep-layer intratelencephalic (subcluster 2494)
CS202210140_2989,DLIT_147_2495,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,7,subcluster,#D7982D,1714,Deep-layer intratelencephalic (subcluster 2495)
CS202210140_2990,DLIT_147_2496,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,8,subcluster,#CC2D7D,1298,Deep-layer intratelencephalic (subcluster 2496)
CS202210140_2991,DLIT_147_2497,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,9,subcluster,#BB80A1,1477,Deep-layer intratelencephalic (subcluster 2497)
CS202210140_2992,DLIT_148_2498,CCN202210140_SUBC,CS202210140_149,CCN202210140_CLUS,2,7,subcluster,#374BC6,1541,Deep-layer intratelencephalic (subcluster 2498)
CS202210140_2993,DLIT_147_2499,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,10,subcluster,#24328E,1223,Deep-layer intratelencephalic (subcluster 2499)
CS202210140_2994,DLIT_147_2500,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,11,subcluster,#ADD6CE,1418,Deep-layer intratelencephalic (subcluster 2500)
CS202210140_2995,DLIT_147_2501,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,12,subcluster,#A7D33D,646,Deep-layer intratelencephalic (subcluster 2501)
CS202210140_2996,DLIT_147_2502,CCN202210140_SUBC,CS202210140_148,CCN202210140_CLUS,2,13,subcluster,#3ECDC0,692,Deep-layer intratelencephalic (subcluster 2502)
CS202210140_2997,DLIT_146_2503,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,0,subcluster,#521D67,461,Deep-layer intratelencephalic (subcluster 2503)
CS202210140_2998,DLIT_146_2504,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,1,subcluster,#CA8AC3,268,Deep-layer intratelencephalic (subcluster 2504)
CS202210140_2999,DLIT_146_2505,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,2,subcluster,#40BA55,775,Deep-layer intratelencephalic (subcluster 2505)
CS202210140_3000,DLIT_146_2506,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,3,subcluster,#C24A34,630,Deep-layer intratelencephalic (subcluster 2506)
CS202210140_3001,DLIT_146_2507,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,4,subcluster,#BED348,1245,Deep-layer intratelencephalic (subcluster 2507)
CS202210140_3002,DLIT_146_2508,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,5,subcluster,#344D1F,520,Deep-layer intratelencephalic (subcluster 2508)
CS202210140_3003,DLIT_146_2509,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,6,subcluster,#8BD7C6,324,Deep-layer intratelencephalic (subcluster 2509)
CS202210140_3004,DLIT_146_2510,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,7,subcluster,#B827AC,23,Deep-layer intratelencephalic (subcluster 2510)
CS202210140_3005,DLCT6b_100_2511,CCN202210140_SUBC,CS202210140_101,CCN202210140_CLUS,2,0,subcluster,#693182,73,Deep-layer corticothalamic and 6b (subcluster 2511)
CS202210140_3006,DLIT_146_2512,CCN202210140_SUBC,CS202210140_147,CCN202210140_CLUS,2,8,subcluster,#2AB8C8,941,Deep-layer intratelencephalic (subcluster 2512)
CS202210140_3007,Amex_405_2513,CCN202210140_SUBC,CS202210140_406,CCN202210140_CLUS,2,11,subcluster,#55E1A7,608,Amygdala excitatory (subcluster 2513)
CS202210140_3008,Amex_405_2514,CCN202210140_SUBC,CS202210140_406,CCN202210140_CLUS,2,12,subcluster,#1E95AB,675,Amygdala excitatory (subcluster 2514)
CS202210140_3009,DG_203_2515,CCN202210140_SUBC,CS202210140_204,CCN202210140_CLUS,2,5,subcluster,#4741B6,25,Hippocampal dentate gyrus (subcluster 2515)
CS202210140_3010,L5ET_118_2516,CCN202210140_SUBC,CS202210140_119,CCN202210140_CLUS,2,0,subcluster,#8F75C2,40,Cortical layer 5 excitatory neuron (subcluster 2516)
CS202210140_3011,L5ET_118_2517,CCN202210140_SUBC,CS202210140_119,CCN202210140_CLUS,2,1,subcluster,#747F46,69,Cortical layer 5 excitatory neuron (subcluster 2517)
CS202210140_3012,L5ET_117_2518,CCN202210140_SUBC,CS202210140_118,CCN202210140_CLUS,2,0,subcluster,#44C4CE,64,Cortical layer 5 excitatory neuron (subcluster 2518)
CS202210140_3013,L5ET_117_2519,CCN202210140_SUBC,CS202210140_118,CCN202210140_CLUS,2,1,subcluster,#504832,177,Cortical layer 5 excitatory neuron (subcluster 2519)
CS202210140_3014,L5ET_117_2520,CCN202210140_SUBC,CS202210140_118,CCN202210140_CLUS,2,2,subcluster,#CE3744,82,Cortical layer 5 excitatory neuron (subcluster 2520)
CS202210140_3015,L5ET_117_2521,CCN202210140_SUBC,CS202210140_118,CCN202210140_CLUS,2,3,subcluster,#4545B4,203,Cortical layer 5 excitatory neuron (subcluster 2521)
CS202210140_3016,L5ET_117_2522,CCN202210140_SUBC,CS202210140_118,CCN202210140_CLUS,2,4,subcluster,#C630CC,519,Cortical layer 5 excitatory neuron (subcluster 2522)
CS202210140_3017,L5ET_117_2523,CCN202210140_SUBC,CS202210140_118,CCN202210140_CLUS,2,5,subcluster,#B1C242,682,Cortical layer 5 excitatory neuron (subcluster 2523)
CS202210140_3018,L5ET_117_2524,CCN202210140_SUBC,CS202210140_118,CCN202210140_CLUS,2,6,subcluster,#39C85B,451,Cortical layer 5 excitatory neuron (subcluster 2524)
CS202210140_3019,L5ET_117_2525,CCN202210140_SUBC,CS202210140_118,CCN202210140_CLUS,2,7,subcluster,#B9A6BE,477,Cortical layer 5 excitatory neuron (subcluster 2525)
CS202210140_3020,Misc_116_2526,CCN202210140_SUBC,CS202210140_117,CCN202210140_CLUS,2,0,subcluster,#B4BC3F,186,Miscellaneous (subcluster 2526)
CS202210140_3021,Misc_116_2527,CCN202210140_SUBC,CS202210140_117,CCN202210140_CLUS,2,1,subcluster,#B6AFC3,186,Miscellaneous (subcluster 2527)
CS202210140_3022,Misc_116_2528,CCN202210140_SUBC,CS202210140_117,CCN202210140_CLUS,2,2,subcluster,#3CCEAE,209,Miscellaneous (subcluster 2528)
CS202210140_3023,Misc_116_2529,CCN202210140_SUBC,CS202210140_117,CCN202210140_CLUS,2,3,subcluster,#B53D44,239,Miscellaneous (subcluster 2529)
CS202210140_3024,Misc_116_2530,CCN202210140_SUBC,CS202210140_117,CCN202210140_CLUS,2,4,subcluster,#3D3FAA,250,Miscellaneous (subcluster 2530)
CS202210140_3025,Misc_116_2531,CCN202210140_SUBC,CS202210140_117,CCN202210140_CLUS,2,5,subcluster,#3C6F2A,129,Miscellaneous (subcluster 2531)
CS202210140_3026,L5ET_114_2532,CCN202210140_SUBC,CS202210140_115,CCN202210140_CLUS,2,0,subcluster,#533F32,112,Cortical layer 5 excitatory neuron (subcluster 2532)
CS202210140_3027,L5ET_114_2533,CCN202210140_SUBC,CS202210140_115,CCN202210140_CLUS,2,1,subcluster,#C6357B,113,Cortical layer 5 excitatory neuron (subcluster 2533)
CS202210140_3028,L5ET_114_2534,CCN202210140_SUBC,CS202210140_115,CCN202210140_CLUS,2,2,subcluster,#C5B132,108,Cortical layer 5 excitatory neuron (subcluster 2534)
CS202210140_3029,L5ET_114_2535,CCN202210140_SUBC,CS202210140_115,CCN202210140_CLUS,2,3,subcluster,#3EC3C7,117,Cortical layer 5 excitatory neuron (subcluster 2535)
CS202210140_3030,L5ET_114_2536,CCN202210140_SUBC,CS202210140_115,CCN202210140_CLUS,2,4,subcluster,#4448C0,147,Cortical layer 5 excitatory neuron (subcluster 2536)
CS202210140_3031,L5ET_114_2537,CCN202210140_SUBC,CS202210140_115,CCN202210140_CLUS,2,5,subcluster,#BDBBB0,119,Cortical layer 5 excitatory neuron (subcluster 2537)
CS202210140_3032,L5ET_115_2538,CCN202210140_SUBC,CS202210140_116,CCN202210140_CLUS,2,0,subcluster,#46AAAD,34,Cortical layer 5 excitatory neuron (subcluster 2538)
CS202210140_3033,L5ET_115_2539,CCN202210140_SUBC,CS202210140_116,CCN202210140_CLUS,2,1,subcluster,#727B34,64,Cortical layer 5 excitatory neuron (subcluster 2539)
CS202210140_3034,L5ET_114_2540,CCN202210140_SUBC,CS202210140_115,CCN202210140_CLUS,2,6,subcluster,#4ABC40,199,Cortical layer 5 excitatory neuron (subcluster 2540)
CS202210140_3035,L5ET_115_2541,CCN202210140_SUBC,CS202210140_116,CCN202210140_CLUS,2,2,subcluster,#C35B9F,42,Cortical layer 5 excitatory neuron (subcluster 2541)
CS202210140_3036,Misc_116_2542,CCN202210140_SUBC,CS202210140_117,CCN202210140_CLUS,2,6,subcluster,#C334C4,142,Miscellaneous (subcluster 2542)
CS202210140_3037,CA13_119_2543,CCN202210140_SUBC,CS202210140_120,CCN202210140_CLUS,2,3,subcluster,#7CC73D,134,Hippocampal CA1-3 (subcluster 2543)
CS202210140_3038,CA13_179_2544,CCN202210140_SUBC,CS202210140_180,CCN202210140_CLUS,2,6,subcluster,#C63582,674,Hippocampal CA1-3 (subcluster 2544)
CS202210140_3039,L5ET_113_2545,CCN202210140_SUBC,CS202210140_114,CCN202210140_CLUS,2,0,subcluster,#3E3BB8,121,Cortical layer 5 excitatory neuron (subcluster 2545)
CS202210140_3040,L5ET_113_2546,CCN202210140_SUBC,CS202210140_114,CCN202210140_CLUS,2,1,subcluster,#C14096,126,Cortical layer 5 excitatory neuron (subcluster 2546)
CS202210140_3041,L5ET_113_2547,CCN202210140_SUBC,CS202210140_114,CCN202210140_CLUS,2,2,subcluster,#79BEC9,192,Cortical layer 5 excitatory neuron (subcluster 2547)
CS202210140_3042,L5ET_113_2548,CCN202210140_SUBC,CS202210140_114,CCN202210140_CLUS,2,3,subcluster,#3A803C,127,Cortical layer 5 excitatory neuron (subcluster 2548)
CS202210140_3043,CA13_186_2549,CCN202210140_SUBC,CS202210140_187,CCN202210140_CLUS,2,7,subcluster,#3C31BB,81,Hippocampal CA1-3 (subcluster 2549)
CS202210140_3044,L5ET_113_2550,CCN202210140_SUBC,CS202210140_114,CCN202210140_CLUS,2,4,subcluster,#B9B03F,64,Cortical layer 5 excitatory neuron (subcluster 2550)
CS202210140_3045,ULIT_123_2551,CCN202210140_SUBC,CS202210140_124,CCN202210140_CLUS,2,0,subcluster,#A6483F,164,Upper-layer intratelencephalic (subcluster 2551)
CS202210140_3046,ULIT_120_2552,CCN202210140_SUBC,CS202210140_121,CCN202210140_CLUS,2,0,subcluster,#C0382F,70,Upper-layer intratelencephalic (subcluster 2552)
CS202210140_3047,ULIT_123_2553,CCN202210140_SUBC,CS202210140_124,CCN202210140_CLUS,2,1,subcluster,#4643C2,4685,Upper-layer intratelencephalic (subcluster 2553)
CS202210140_3048,ULIT_120_2554,CCN202210140_SUBC,CS202210140_121,CCN202210140_CLUS,2,1,subcluster,#D63CCB,4283,Upper-layer intratelencephalic (subcluster 2554)
CS202210140_3049,ULIT_120_2555,CCN202210140_SUBC,CS202210140_121,CCN202210140_CLUS,2,2,subcluster,#334339,2492,Upper-layer intratelencephalic (subcluster 2555)
CS202210140_3050,ULIT_120_2556,CCN202210140_SUBC,CS202210140_121,CCN202210140_CLUS,2,3,subcluster,#7C4ED4,1664,Upper-layer intratelencephalic (subcluster 2556)
CS202210140_3051,ULIT_131_2557,CCN202210140_SUBC,CS202210140_132,CCN202210140_CLUS,2,0,subcluster,#C14ABC,1403,Upper-layer intratelencephalic (subcluster 2557)
CS202210140_3052,ULIT_125_2558,CCN202210140_SUBC,CS202210140_126,CCN202210140_CLUS,2,0,subcluster,#562BAC,2615,Upper-layer intratelencephalic (subcluster 2558)
CS202210140_3053,ULIT_123_2559,CCN202210140_SUBC,CS202210140_124,CCN202210140_CLUS,2,2,subcluster,#2B5347,5446,Upper-layer intratelencephalic (subcluster 2559)
CS202210140_3054,ULIT_123_2560,CCN202210140_SUBC,CS202210140_124,CCN202210140_CLUS,2,3,subcluster,#C0C540,22915,Upper-layer intratelencephalic (subcluster 2560)
CS202210140_3055,ULIT_123_2561,CCN202210140_SUBC,CS202210140_124,CCN202210140_CLUS,2,4,subcluster,#ABBDB2,7668,Upper-layer intratelencephalic (subcluster 2561)
CS202210140_3056,ULIT_123_2562,CCN202210140_SUBC,CS202210140_124,CCN202210140_CLUS,2,5,subcluster,#C639C6,11534,Upper-layer intratelencephalic (subcluster 2562)
CS202210140_3057,ULIT_123_2563,CCN202210140_SUBC,CS202210140_124,CCN202210140_CLUS,2,6,subcluster,#37CF67,3183,Upper-layer intratelencephalic (subcluster 2563)
CS202210140_3058,ULIT_122_2564,CCN202210140_SUBC,CS202210140_123,CCN202210140_CLUS,2,0,subcluster,#CBB17A,5443,Upper-layer intratelencephalic (subcluster 2564)
