labelset,cell_label,cell_set_accession,parent_cell_set_accession,Cluster ID,Supercluster,Class auto-annotation,Neurotransmitter auto-annotation,Neuropeptide auto-annotation,Subtype auto-annotation,Transferred MTG Label,Top three regions,Top three dissections,Top Enriched Genes,Number of cells,DoubletFinder score,Total UMI,Fraction unspliced,Fraction mitochondrial,H19.30.002,H19.30.001,H18.30.002,H18.30.001,Fraction cells from top donor,Number of donors
subcluster,Splat_403_1969,CS202210140_2463,CS202210140_404,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_403_1970,CS202210140_2464,CS202210140_404,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_403_1971,CS202210140_2465,CS202210140_404,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1972,CS202210140_2466,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1973,CS202210140_2467,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1974,CS202210140_2468,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1975,CS202210140_2469,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1976,CS202210140_2470,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1977,CS202210140_2471,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1978,CS202210140_2472,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1979,CS202210140_2473,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1980,CS202210140_2474,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_222_1981,CS202210140_2475,CS202210140_223,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_222_1982,CS202210140_2476,CS202210140_223,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_224_1983,CS202210140_2477,CS202210140_225,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_222_1984,CS202210140_2478,CS202210140_223,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_222_1985,CS202210140_2479,CS202210140_223,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_222_1986,CS202210140_2480,CS202210140_223,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_222_1987,CS202210140_2481,CS202210140_223,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_223_1988,CS202210140_2482,CS202210140_224,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_223_1989,CS202210140_2483,CS202210140_224,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_223_1990,CS202210140_2484,CS202210140_224,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_223_1991,CS202210140_2485,CS202210140_224,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_223_1992,CS202210140_2486,CS202210140_224,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_223_1993,CS202210140_2487,CS202210140_224,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_223_1994,CS202210140_2488,CS202210140_224,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_225_1995,CS202210140_2489,CS202210140_226,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_233_1996,CS202210140_2490,CS202210140_234,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_233_1997,CS202210140_2491,CS202210140_234,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_225_1998,CS202210140_2492,CS202210140_226,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_225_1999,CS202210140_2493,CS202210140_226,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_225_2000,CS202210140_2494,CS202210140_226,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_225_2001,CS202210140_2495,CS202210140_226,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_225_2002,CS202210140_2496,CS202210140_226,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_225_2003,CS202210140_2497,CS202210140_226,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_226_2004,CS202210140_2498,CS202210140_227,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_226_2005,CS202210140_2499,CS202210140_227,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_226_2006,CS202210140_2500,CS202210140_227,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_226_2007,CS202210140_2501,CS202210140_227,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_226_2008,CS202210140_2502,CS202210140_227,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_226_2009,CS202210140_2503,CS202210140_227,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_226_2010,CS202210140_2504,CS202210140_227,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_233_2011,CS202210140_2505,CS202210140_234,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_227_2012,CS202210140_2506,CS202210140_228,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_227_2013,CS202210140_2507,CS202210140_228,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_227_2014,CS202210140_2508,CS202210140_228,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_227_2015,CS202210140_2509,CS202210140_228,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2016,CS202210140_2510,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2017,CS202210140_2511,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2018,CS202210140_2512,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_211_2019,CS202210140_2513,CS202210140_212,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_211_2020,CS202210140_2514,CS202210140_212,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_211_2021,CS202210140_2515,CS202210140_212,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_215_2022,CS202210140_2516,CS202210140_216,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_215_2023,CS202210140_2517,CS202210140_216,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_215_2024,CS202210140_2518,CS202210140_216,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_215_2025,CS202210140_2519,CS202210140_216,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_215_2026,CS202210140_2520,CS202210140_216,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_215_2027,CS202210140_2521,CS202210140_216,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_208_2028,CS202210140_2522,CS202210140_209,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_208_2029,CS202210140_2523,CS202210140_209,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_208_2030,CS202210140_2524,CS202210140_209,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2031,CS202210140_2525,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2032,CS202210140_2526,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2033,CS202210140_2527,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2034,CS202210140_2528,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2035,CS202210140_2529,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2036,CS202210140_2530,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2037,CS202210140_2531,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2038,CS202210140_2532,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_214_2039,CS202210140_2533,CS202210140_215,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_214_2040,CS202210140_2534,CS202210140_215,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_215_2041,CS202210140_2535,CS202210140_216,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_214_2042,CS202210140_2536,CS202210140_215,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_214_2043,CS202210140_2537,CS202210140_215,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_214_2044,CS202210140_2538,CS202210140_215,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_214_2045,CS202210140_2539,CS202210140_215,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_214_2046,CS202210140_2540,CS202210140_215,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_214_2047,CS202210140_2541,CS202210140_215,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_213_2048,CS202210140_2542,CS202210140_214,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2049,CS202210140_2543,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2050,CS202210140_2544,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2051,CS202210140_2545,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2052,CS202210140_2546,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2053,CS202210140_2547,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2054,CS202210140_2548,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2055,CS202210140_2549,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_212_2056,CS202210140_2550,CS202210140_213,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2057,CS202210140_2551,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2058,CS202210140_2552,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2059,CS202210140_2553,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_216_2060,CS202210140_2554,CS202210140_217,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_212_2061,CS202210140_2555,CS202210140_213,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_212_2062,CS202210140_2556,CS202210140_213,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_212_2063,CS202210140_2557,CS202210140_213,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_212_2064,CS202210140_2558,CS202210140_213,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_212_2065,CS202210140_2559,CS202210140_213,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_212_2066,CS202210140_2560,CS202210140_213,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_212_2067,CS202210140_2561,CS202210140_213,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_211_2068,CS202210140_2562,CS202210140_212,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_211_2069,CS202210140_2563,CS202210140_212,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_211_2070,CS202210140_2564,CS202210140_212,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_211_2071,CS202210140_2565,CS202210140_212,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_211_2072,CS202210140_2566,CS202210140_212,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_207_2073,CS202210140_2567,CS202210140_208,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_207_2074,CS202210140_2568,CS202210140_208,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_207_2075,CS202210140_2569,CS202210140_208,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_208_2076,CS202210140_2570,CS202210140_209,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_208_2077,CS202210140_2571,CS202210140_209,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_208_2078,CS202210140_2572,CS202210140_209,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_209_2079,CS202210140_2573,CS202210140_210,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_209_2080,CS202210140_2574,CS202210140_210,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_209_2081,CS202210140_2575,CS202210140_210,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_209_2082,CS202210140_2576,CS202210140_210,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_209_2083,CS202210140_2577,CS202210140_210,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_210_2084,CS202210140_2578,CS202210140_211,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_210_2085,CS202210140_2579,CS202210140_211,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_210_2086,CS202210140_2580,CS202210140_211,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_210_2087,CS202210140_2581,CS202210140_211,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_209_2088,CS202210140_2582,CS202210140_210,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_206_2089,CS202210140_2583,CS202210140_207,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_221_2090,CS202210140_2584,CS202210140_222,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_221_2091,CS202210140_2585,CS202210140_222,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_221_2092,CS202210140_2586,CS202210140_222,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_221_2093,CS202210140_2587,CS202210140_222,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_221_2094,CS202210140_2588,CS202210140_222,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_221_2095,CS202210140_2589,CS202210140_222,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_221_2096,CS202210140_2590,CS202210140_222,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2097,CS202210140_2591,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2098,CS202210140_2592,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2099,CS202210140_2593,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2100,CS202210140_2594,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2101,CS202210140_2595,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_220_2102,CS202210140_2596,CS202210140_221,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_220_2103,CS202210140_2597,CS202210140_221,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_220_2104,CS202210140_2598,CS202210140_221,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_220_2105,CS202210140_2599,CS202210140_221,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_220_2106,CS202210140_2600,CS202210140_221,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_220_2107,CS202210140_2601,CS202210140_221,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2108,CS202210140_2602,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2109,CS202210140_2603,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_219_2110,CS202210140_2604,CS202210140_220,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2111,CS202210140_2605,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2112,CS202210140_2606,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2113,CS202210140_2607,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2114,CS202210140_2608,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2115,CS202210140_2609,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2116,CS202210140_2610,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2117,CS202210140_2611,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2118,CS202210140_2612,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2119,CS202210140_2613,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_218_2120,CS202210140_2614,CS202210140_219,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2121,CS202210140_2615,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2122,CS202210140_2616,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2123,CS202210140_2617,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2124,CS202210140_2618,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2125,CS202210140_2619,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2126,CS202210140_2620,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2127,CS202210140_2621,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2128,CS202210140_2622,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2129,CS202210140_2623,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2130,CS202210140_2624,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2131,CS202210140_2625,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2132,CS202210140_2626,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2133,CS202210140_2627,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_217_2134,CS202210140_2628,CS202210140_218,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2135,CS202210140_2629,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2136,CS202210140_2630,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2137,CS202210140_2631,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2138,CS202210140_2632,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2139,CS202210140_2633,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2140,CS202210140_2634,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2141,CS202210140_2635,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2142,CS202210140_2636,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_229_2143,CS202210140_2637,CS202210140_230,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_231_2144,CS202210140_2638,CS202210140_232,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_232_2145,CS202210140_2639,CS202210140_233,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_232_2146,CS202210140_2640,CS202210140_233,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_232_2147,CS202210140_2641,CS202210140_233,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_232_2148,CS202210140_2642,CS202210140_233,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_232_2149,CS202210140_2643,CS202210140_233,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_232_2150,CS202210140_2644,CS202210140_233,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_231_2151,CS202210140_2645,CS202210140_232,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_230_2152,CS202210140_2646,CS202210140_231,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_230_2153,CS202210140_2647,CS202210140_231,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_230_2154,CS202210140_2648,CS202210140_231,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_230_2155,CS202210140_2649,CS202210140_231,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_233_2156,CS202210140_2650,CS202210140_234,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_233_2157,CS202210140_2651,CS202210140_234,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_233_2158,CS202210140_2652,CS202210140_234,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2159,CS202210140_2653,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_228_2160,CS202210140_2654,CS202210140_229,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_228_2161,CS202210140_2655,CS202210140_229,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_228_2162,CS202210140_2656,CS202210140_229,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_228_2163,CS202210140_2657,CS202210140_229,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_228_2164,CS202210140_2658,CS202210140_229,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_228_2165,CS202210140_2659,CS202210140_229,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2166,CS202210140_2660,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2167,CS202210140_2661,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2168,CS202210140_2662,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2169,CS202210140_2663,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2170,CS202210140_2664,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2171,CS202210140_2665,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2172,CS202210140_2666,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_234_2173,CS202210140_2667,CS202210140_235,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_233_2174,CS202210140_2668,CS202210140_234,,,,,,,,,,,,,,,,,,,,,
subcluster,EMSN_426_2175,CS202210140_2669,CS202210140_427,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2176,CS202210140_2670,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2177,CS202210140_2671,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2178,CS202210140_2672,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2179,CS202210140_2673,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2180,CS202210140_2674,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2181,CS202210140_2675,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2182,CS202210140_2676,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2183,CS202210140_2677,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_430_2184,CS202210140_2678,CS202210140_431,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_427_2185,CS202210140_2679,CS202210140_428,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_427_2186,CS202210140_2680,CS202210140_428,,,,,,,,,,,,,,,,,,,,,
subcluster,MSN_427_2187,CS202210140_2681,CS202210140_428,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_402_2188,CS202210140_2682,CS202210140_403,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_402_2189,CS202210140_2683,CS202210140_403,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_402_2190,CS202210140_2684,CS202210140_403,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_402_2191,CS202210140_2685,CS202210140_403,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_402_2192,CS202210140_2686,CS202210140_403,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_402_2193,CS202210140_2687,CS202210140_403,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_402_2194,CS202210140_2688,CS202210140_403,,,,,,,,,,,,,,,,,,,,,
subcluster,Splat_402_2195,CS202210140_2689,CS202210140_403,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_203_2196,CS202210140_2690,CS202210140_204,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_203_2197,CS202210140_2691,CS202210140_204,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_203_2198,CS202210140_2692,CS202210140_204,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_203_2199,CS202210140_2693,CS202210140_204,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_203_2200,CS202210140_2694,CS202210140_204,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_204_2201,CS202210140_2695,CS202210140_205,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_204_2202,CS202210140_2696,CS202210140_205,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_202_2203,CS202210140_2697,CS202210140_203,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_202_2204,CS202210140_2698,CS202210140_203,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_202_2205,CS202210140_2699,CS202210140_203,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_200_2206,CS202210140_2700,CS202210140_201,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_200_2207,CS202210140_2701,CS202210140_201,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_201_2208,CS202210140_2702,CS202210140_202,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_201_2209,CS202210140_2703,CS202210140_202,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_201_2210,CS202210140_2704,CS202210140_202,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_205_2211,CS202210140_2705,CS202210140_206,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_205_2212,CS202210140_2706,CS202210140_206,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_205_2213,CS202210140_2707,CS202210140_206,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_200_2214,CS202210140_2708,CS202210140_201,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_200_2215,CS202210140_2709,CS202210140_201,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_199_2216,CS202210140_2710,CS202210140_200,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_199_2217,CS202210140_2711,CS202210140_200,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_199_2218,CS202210140_2712,CS202210140_200,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_199_2219,CS202210140_2713,CS202210140_200,,,,,,,,,,,,,,,,,,,,,
subcluster,DG_199_2220,CS202210140_2714,CS202210140_200,,,,,,,,,,,,,,,,,,,,,
subcluster,Misc_401_2221,CS202210140_2715,CS202210140_402,,,,,,,,,,,,,,,,,,,,,
subcluster,Misc_401_2222,CS202210140_2716,CS202210140_402,,,,,,,,,,,,,,,,,,,,,
subcluster,Misc_401_2223,CS202210140_2717,CS202210140_402,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_198_2224,CS202210140_2718,CS202210140_199,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_198_2225,CS202210140_2719,CS202210140_199,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_198_2226,CS202210140_2720,CS202210140_199,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_198_2227,CS202210140_2721,CS202210140_199,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_191_2228,CS202210140_2722,CS202210140_192,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_191_2229,CS202210140_2723,CS202210140_192,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_193_2230,CS202210140_2724,CS202210140_194,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_193_2231,CS202210140_2725,CS202210140_194,,,,,,,,,,,,,,,,,,,,,
subcluster,CA4_195_2232,CS202210140_2726,CS202210140_196,,,,,,,,,,,,,,,,,,,,,
